,sku,name,brewery,rating,category,sub_category_1,sub_category_2,sub_category_3,description,region,country,abv,ibu,calories_per_serving_12oz,carbs_per_serving_12oz,tasting_notes,food_pairing,suggested_glassware,serving_temp_f,serving_temp_c,beer_type,features,sub_category_2_original,sub_category_3_original,brewery_original
11554,111559,Troubadour Obscura,8568,4.884999999999999,Beer,Ale,3,0,"Troubadour Obscura is a dark red-brown colored beer, with a rich, malty body combined with different touches of a stout but in a very nice balanced way: roast, chocolate, coffee, vanilla. A mild stout with a Belgian body!",Wervik,Belgium,8.2,32.0,,,,"Chocolate, BBQ ribs, Blue cheese",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,,Troubadour
11566,111571,True North Forest Haze DIPA,8579,4.204,Beer,Ale,15,32,"Brewed with 2-row malt, wheat, and oats for a soft, pillowy mouthfeel. Double dry hopped with Galaxy, Cryo Citra, and Cyro Simcoe hops for bold tastes and aromas of passion fruit, peach, stone fruit, and juicy orange citrus.",Ipswich,United Kingdom,7.7,70.0,,,,"Spicy Thai curry, Grilled salmon, Blue cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,Imperial / Double IPA,True North
11637,111642,Uerige Dopplesticke,8688,3.6839999999999993,Beer,Ale,7,2,"Uerige DoppelSticke might just be ""Germany's interpretation of a barley-wine"", ie a third definition next to England's ""malt-driven"" idea {such as JW Lees Vintage Harvest Ale} and America's ""hop-heavy"" version {such as Sierra Nevada's BigFoot}. OG - 1085; IBU - 75; Ingredients; Hops:Spalt Spalter, Hallertauer Perle, Spalt Hallertauer; Malts: Pilsner malt, caramel malt, roasted malt",Dusseldorf,Germany,8.5,75.0,,,,"Steak, BBQ ribs, Dark chocolate",Stange,45-50° F,7.2-10.0° C,Craft,,Brown Ale,Altbier,Uerige
11638,111643,Uerige Sticke Altbier,8688,3.866999999999998,Beer,Ale,7,2,"Uerige Sticke is only served twice a year: always on the third Tuesday in January and October. This beer is brewed with more malt and hops, and is much richer than Uerige Alt. Sticke with its intense and elegant aroma contains 6% abv.

The unusual name derives from olden days, when the guests would whisper ('stickum' being a dialect term for whispering) that the master brewer must have been a little too generous when weighing out the ingredients.

Thanks to the higher alcohol percentage, Uerige Sticke can be stored for much longer than the declared and guaranteed minimum shelf life.",Dusseldorf,Germany,6.0,58.0,,,,"Pork, BBQ ribs, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Brown Ale,Altbier,Uerige
11704,111709,Untold Shadow Caster Black IPA,8738,4.461999999999998,Beer,Ale,15,14,Black IPA... deceptively light with low bitterness and slight roast malt character.,Cluj-Napoca,Romania,6.2,70.0,,,,"Grilled steak, Dark chocolate, Spicy barbecue ribs",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,Black IPA,Untold
11775,111780,Val Dieu Abbey Grand Cru Quad,8792,4.722000000000001,Beer,Ale,3,49,"Dark in color, with a brownish and creamy head, the Grand Cru is a rich, whole and powerful beer with a delicious long aftertaste. There are complex and surprisingly sweet aromas given the high degree of alcohol, subtly hidden. The caramel mousse and the roundness in the mouth are in perfect harmony with a medium bitterness and tastes of coffee. Produced with strongly roasted malt from which it derives a more acidulous taste. Barley malt, hops, water and yeast",Aubel,Belgium,10.5,15.0,,,,"Beef, Lamb, Dark Chocolate",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Quadrupel,Val Dieu
11807,111812,Vicaris Winter,8789,4.817,Beer,Ale,3,0,Vicaris Winter heeft een roodbruine kleur met een mooi getinte schuimkraag en een vol veelzijdig smaakpallet. Het is gebrouwen met drie soorten mout en twee soorten hop. Het winterbier is het eerste Vicarisbier met kruiden en ideaal om van te genieten tijdens koude winteravonden. Vicaris Winter is enkel te verkrijgen van november t.e.m. maart (zolang de voorraad strekt). http://vicaris.be/online/?page_id=141,Denderhoutem,Belgium,10.0,20.0,,,,"Roast duck, Dark chocolate, Spicy curry",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,,VIcaris
11825,111830,Villa Fassini Toscana,8852,4.817999999999997,Beer,Ale,3,0,"Color: Brilliant ruby red colour.
Nose: Complex aromas of crushed berries.
Palate: Pleasant roundness and clean tannic structure.",Tuscany,Italy,13.5,25.0,,,,"Pasta, Grilled Chicken, Salami",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,,Villa Fassini
11837,111842,Prearis Quadrocinno,8878,4.831999999999999,Beer,Ale,3,9,"This complex dark beer tasting was elected in April 2011 as the best hobby of beer in Belgium ‘The Brouwland Beer League “. A jury including filmmaker and beer lover Julien Vrebos and professional brewers Orval and Dubuisson sampled the 7 finalists (there were about 100 entries in total). This is what Paul Arnott, master brewer at the brewery Dubuisson argued: “What a ripeness for a hobby beer: a mouth full, rich but balanced, small fruit button, very mature. A beer to taste! “Aroma of roasted malt, caramel, dark fruit. The taste is malty and slightly bitter (roasted malt and chocolate), dark fruit, touch of vanilla, caramel. The taste is malty and slightly bitter.",Oostvleteren,Belgium,10.0,26.0,,,,"Grilled steak, Dark chocolate, Blue cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Belgian Strong Ale,Vliegende Paard Brouwers
11838,111843,Prearis Quadrupal,8878,4.826000000000004,Beer,Ale,3,49,"Aroma: caramel, dark fruits.
Taste: Malty roasted and chocolate malt slighty bitter, dark fruits, caramel.
Aftertaste: malty and mild bitter.",Oostvleteren,Belgium,10.0,26.0,,,,"Beef, Lamb, Dark Chocolate",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Quadrupel,Vliegende Paard Brouwers
11860,111865,WarPigs Brewing The Apparition Belgian Ale,8928,4.866999999999998,Beer,Ale,3,0,"This Belgian-style Tripel begins enticingly with fruity and spicy aromas, which are beguilingly mirrored in the flavor. A velvet-bodied ale that’s both delicate and complex.",Copenhagen,Denmark,9.6,35.0,,,,"Spicy Thai curry, Grilled chicken, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,,WarPigs Brewing
11884,111889,Wells Sticky Toffee Pudding Ale,8969,1.0,Beer,Ale,7,26,"Sticky Toffee Pudding Ale is for beer drinkers who like to keep things interesting. It may be inspired by a delicious home-made dessert, but we assure you – it’s beer. Its a traditional sticky toffee pudding turned into a hoppy adult indulgence.    Rich and full flavored with a deep copper color. It has a sweet taste of caramel and toffee along with a smooth and robust aftertaste, balanced by English hops. This beer has all the warmth, aromas, and appeal of the famous dark pudding from England, with all the traditional qualities and style of a Charles Wells beer. This treat offers full contentment and refreshment in a glass. Go ahead, pour yourself a slice!    Country: England  Alcohol By Volume: 5%",Bedford,United Kingdom,5.0,35.0,,,,"Sticky toffee pudding, Roast pork, Blue cheese","Pint Glass, Stein/Pub Mug",45-50° F,7.2-10.0° C,Craft,,Brown Ale,English Brown Ale,Wells
11885,111890,Wells Sticky Toffee Puddng Ale,8969,4.797999999999999,Beer,Ale,7,0,"Rich full flavoured beer with a deep copper colour, Wells Sticky Toffee pudding has all the warmth, aromas and appeal of the rich pudding from England. Brewed with our trusted best pale ale malt and a secret blend of complex sugars and molasses, initial sweetness is tempered by a gentle bitterness from two of England’s most traditional aroma hop varieties – Fuggles and Goldings. It has a sweet taste of caramel and toffee along with a smooth and robust aftertaste. As with all puddings, this beer offers full contentment in a glass.",Bedford,United Kingdom,5.0,35.0,,,,"Desserts, BBQ Ribs, Roasted Nuts","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,Brown Ale,,Wells
12003,112008,Wild Beer Company Bliss,9090,4.738000000000004,Beer,Ale,3,53,"We love nothing better than Belgian-style saison but with this blissful version we’ve added our own Wild interpretation of the style by adding a dash of funky Brettanomyces yeast plus roasted apricots and a hush-hush blend of spices. All of this makes for an extraordinary beer with an array of aromas that leap out of the glass followed by a spicy, fruity, tart and peppery palate and a long lingering finish.",Somerset,United Kingdom,6.0,25.0,,,,"Spicy Thai curry, Grilled chicken, Dark chocolate",,,,,,Belgian-Style Ale,Saison / Farmhouse Ale,Wild Beer Company
12004,112009,Wild Beer Company Iduna Cru,9090,4.795000000000001,Beer,Ale,3,53,"When we think of England, we think of classic pints drawn from casks, we think of tradition. But the guys at England's Wild Beer Company are into edgier, tradition-bucking stuff. According to importer Lime Ventures, the idea for this brewery--an incubator, if you will, for new brews experimenting with yeasts, bacterias, barrels, fruit, spices and the like--was born over glasses of Jolly Pumpkin La Roja and Gale's Prize Old Ale. Their Iduna Cru is a Saison-style brew that uses hops from New Zealand and Somerset=grown apple juice. Using wild yeast, the beer is round and fruity, sweet and dry.",Somerset,United Kingdom,6.0,35.0,,,,"Seafood, Salad, Charcuterie",,,,,,Belgian-Style Ale,Saison / Farmhouse Ale,Wild Beer Company
12005,112010,Wild Beer Company Somerset Saison,9090,4.681000000000003,Beer,Ale,3,53,"Epic by name, epic by nature, this Farmhouse Ale is a transcontinental fusion of Belgium’s eclectic beer culture and the feisty hops of North America brought to life with the aid of West Country artisanal brewing wizardry and judicious use of the US-grown Sorachi Ace hop. On the nose, the hops deliver a big splash of tropical fruit, followed by ripples of well-seasoned spiciness spreading outwards. In the mouth a tangy, bittersweet fruitiness holds sway, while tangerine oranges tap dance their way across the tongue in the finish. Also Marketed under the Alias: Somerset Saison.",Somerset,United Kingdom,6.0,20.0,,,,"Seafood, Grilled chicken, Goat cheese",,,,,,Belgian-Style Ale,Saison / Farmhouse Ale,Wild Beer Company
12029,112034,Fraoch Heather Ale,9135,4.760000000000001,Beer,Ale,0,0,"Brewed in Scotland since 2000 B.C. heather ale is probably the oldest style of ale still produced in the world. From an ancient Gaelic recipe for ""leann fraoich"" (heather ale) it has been revived and reintroduced to the Scottish culture. Into the boiling bree of malted barley, sweet gale and flowering heather are added, then after cooling slightly the hot ale is poured into a vat of fresh heather flowers where it infuses for an hour before being fermented.",Alloa,United Kingdom,5.0,11.0,,,,"Chicken, Lamb, Cheese","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",,,,,,,Williams Brothers
12126,112131,Zundert Trappist 8,9291,4.758999999999998,Beer,Ale,3,0,"Zundert Trappist is a chestnut colored top-fermented beer with secondary fermentation in the bottle. It contains 8% alcohol. We have opted for a beer that we call ""a bit unruly"". That is to say, Zundert Trappist is a beer that you must give time to actually get to the bottom of it.

Our Trappist beer has a promising aroma with a hint of herbs and spices. Zundert Trappist is flowery and slightly sweet at the start. Give the beer some time and the character evolves from light caramel to a nice and dry hop bitterness. In the long finish the bitters flow together with a pleasant spiciness in the background.",Zundert,Netherlands,8.0,30.0,,,,"Grilled steak, Dark chocolate, Roquefort cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,,Zundert
12127,112132,Bruton Momus,1753,4.682999999999996,Beer,Ale,3,21,,Tuscany,Italy,7.5,35.0,,,,"Grilled steak, Roasted chicken, Dark chocolate",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Dubbel,Bruton
12148,112153,Achel Trappist Extra,202,4.580000000000001,Beer,Ale,3,0,,Hamont-Achel,Belgium,9.5,30.0,,,,"Cheese, Charcuterie, Grilled meats",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,,Achel
12150,112155,Alexander Limoncino,1088,4.660999999999999,Beer,Ale,3,0,"Limoncino Bottega is a “limoncello”, traditional Italian liqueur, dating back to the end of the  nineteenth century. It is produced from an infusion of “Femminello” lemon  peel. This cultivar which is widespread in Italy and characterised by a peel with a thin grain and high quality essential oils. This variety of  lemon is called “Femminello” because of the fertility of the plant, which  flowers all year round. The lemons are grown naturally and picked at the peak of ripeness, washed and peeled by hand, removing  the white part (bitter) and only selecting the yellow peel which is rich in  essential oils. The lemon peels are infused in alcohol for about 30 days.  This allows the extraction of the aromatic and colouring substances. The  liquid is then separated from the peel. Finally, sugar and high quality  grappa is added, making this Limoncino unique and unmistakable.",Parma,Italy,6.5,25.0,,,,"Seafood, Salad, Lemon Tart",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,,Birrificio del Ducato
12152,112157,Bacchus Nitro Framboise Belgian Ale,1710,4.698999999999998,Beer,Ale,3,0,,Ingelmunster,Belgium,4.5,10.0,,,,"Chocolate desserts, grilled chicken, goat cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,,Brouwerij Van Honsebrouck
12154,112159,Baladin Leon Belgian Style Ale,697,4.709999999999997,Beer,Ale,3,0,,Piozzo,Italy,8.0,35.0,,,,"Spicy Thai curry, Grilled sausages, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,,Baladin
12155,112160,Belgian Pale,2880,4.490000000000002,Beer,Ale,3,48,"A hoppy pale ale with a touch of Belgian funk and light, malty sweetness.",Breendonk-Puurs,Belgium,6.7,30.0,,,,"Mussels, Frites, Charcuterie","Pint Glass, Snifter/Goblet/Chalice",50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Pale Ale,Duvel
12156,112161,Abbaye D'Aulne Triple Blonde,176,4.669999999999996,Beer,Ale,3,9,,Hainaut,Belgium,8.0,30.0,,,,"Seafood, Spicy dishes, Creamy cheeses",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Belgian Strong Ale,Abbaye D'Aulne
12157,112162,Abbaye d'Aulne Triple Brune,177,4.669999999999996,Beer,Ale,3,9,,Hainaut,Belgium,8.0,30.0,,,,"Pork, Duck, Chocolate",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Belgian Strong Ale,Abbaye d'Aulne
12158,112163,Achouffe N'Ice Chouffe Winter Ale,1436,4.737000000000001,Beer,Ale,3,9,,Achouffe,Belgium,10.0,35.0,,,,"Spicy sausage, Roasted duck, Dark chocolate",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Belgian Strong Ale,Brasserie d'Achouffe
12160,112165,Bernard Bohemian Belgian Strong Ale,967,4.709999999999999,Beer,Ale,3,9,,Humpolec,Czech Republic,8.2,35.0,,,,"Spicy Thai curry, Grilled sausages, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Belgian Strong Ale,Bernard Brewery
12161,112166,Bieres de Chimay Chimay 150 Green Belgian Strong Ale,985,4.721,Beer,Ale,3,9,,Chimay,Belgium,10.0,35.0,,,,"Grilled steak, Roquefort cheese, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Belgian Strong Ale,Bieres de Chimay
12162,112167,Birrificio Bruton Stoner Belgian Strong Golden Ale,1075,4.763999999999999,Beer,Ale,3,9,,Tuscany,Italy,8.5,35.0,,,,"Spicy Thai curry, Roasted chicken, Aged Gouda cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,Belgian-Style Ale,Belgian Strong Ale,Birrificio Bruton
